ResponseId,Y_vaccgot2,X_condR,M1_valancR1,M2_motYOU1R,W_pol_ideo,RP_sevR1,RP_likR1,hadcovi1,flushot1,race1R,genderR1,age,educ,income,kidsR,RP_sev1,RP_lik1,gender,kids,covrisk_get_wv1,covrisk_ill_wv1,covrisk_die_wv1,covid_worry_1_wv1,covid_worry_2_wv1,covid_worry_3_wv1,covid_worry_4_wv1
R_1dpqIfeOkGbOZHP,0,1,4,2,6,5,2,Null,0,0,0,63,3,9,0,8,4,1,0,2,1,1,3,3,1,1
R_1Dpso5aFqiu89EV,0,4,1,1,7,16,9,0,1,0,1,40,1,1,2,19,11,2,2,1,6,4,5,5,5,4
R_1drWIgCmFRiX7nl,1,4,3,4,6,8,8,0,2,0,1,21,4,5,0,11,10,2,0,2,4,4,2,1,4,4
R_1DT2vTO8hL7dadq,0,2,4,1,4,1,4,0,3,1,1,73,3,6,0,4,6,2,0,2,2,2,1,1,1,1
R_1dtr6e9XS8u0LKR,Null,3,6,5,4,9,9,0,2,1,0,44,5,9,1,12,11,1,1,4,4,3,2,5,2,3
R_1DtWkzmSHANGXk4,Null,1,7,7,5,17,13,1,0,0,1,28,2,1,0,20,15,2,0,5,5,5,5,5,5,5
R_1DUVYMVwCVzUtOS,Null,3,4,1,4,9,10,0,3,1,1,30,4,7,0,12,12,2,0,5,4,3,2,4,3,3
R_1dvnzrtgNIkfg5A,Null,1,7,7,6,17,10,1,3,1,1,29,3,6,0,20,12,2,0,4,4,4,5,5,5,5
R_1DweY7WlN65zFrj,Null,4,6,7,6,17,9,0,3,0,1,56,2,3,0,20,11,2,0,4,5,2,5,5,5,5
R_1DwL3SkehYxN5Sl,1,3,7,7,6,16,8,0,3,0,1,32,5,3,0,19,10,2,0,3,4,3,5,5,4,5
R_1dy09tWZVXup02d,0,1,4,1,1,12,7,0,0,0,1,54,5,4,0,15,9,2,0,1,4,4,3,4,4,4
R_1dy5eIrTZaBUrGA,0,2,7,5,4,1,1,0,0,0,1,29,6,6,0,4,3,2,0,1,1,1,1,1,1,1
R_1DYfLjHODVX2hjt,1,2,7,7,5,5,5,0,3,0,0,66,5,10,0,8,7,1,0,2,3,2,2,2,2,2
R_1DYkN1ErPo0J3Pa,1,4,5,3,6,16,8,0,0,0,1,21,3,8,0,19,10,2,0,5,3,2,5,5,5,4
R_1DZLAKLrb3qXntV,1,3,7,1,6,11,4,0,0,0,1,28,5,8,0,14,6,2,0,2,2,2,4,5,2,3
R_1DzZFGK59KlJoK5,Null,4,5,5,2,5,4,0,3,0,0,61,5,8,0,8,6,1,0,1,3,2,1,1,3,3
R_1E0PMk1CXOzrI5i,1,4,4,1,6,10,6,0,2,0,1,39,5,10,1,13,8,2,1,3,3,2,3,5,3,2
R_1E9VaBoKyX40KKR,0,1,5,4,5,14,7,0,0,0,1,32,4,5,0,17,9,2,0,4,3,2,4,5,4,4
R_1EasVppFGoVRmWc,Null,2,6,5,4,7,5,0,3,1,0,53,5,9,2,10,7,1,2,3,2,2,2,4,2,2
R_1Eb1wSHCeE5apcB,Null,2,4,1,3,12,7,0,0,0,0,35,3,2,5,15,9,1,5,3,3,3,1,5,5,4
R_1Eb62E2YDsrN7w8,0,3,4,3,3,10,6,Null,3,0,1,26,5,7,1,13,8,2,1,3,3,2,3,3,3,4
R_1EbOn26Id5ZSO3L,0,3,5,7,2,14,9,Null,0,0,1,35,2,4,3,17,11,2,3,4,4,3,5,5,4,3
R_1EbTIrvOcFPAolA,Null,1,3,1,4,3,4,Null,0,1,0,38,5,8,3,6,6,1,3,2,2,2,1,2,2,1
R_1Ec8wC0eIPPjJKe,0,2,5,6,5,12,11,0,1,0,1,44,6,3,0,15,13,2,0,5,4,4,4,4,4,3
R_1eDZE3QSwPRsNYF,0,2,4,1,7,13,7,0,0,0,1,40,5,7,0,16,9,2,0,5,2,2,4,5,4,3
R_1EgidE8XmxFDnW6,0,1,4,1,4,12,9,0,0,0,1,32,2,6,1,15,11,2,1,4,4,3,4,4,4,3
R_1EhS6Cg9JhzoqOa,Null,1,6,6,5,6,9,0,3,0,0,84,6,10,0,9,11,1,0,3,4,4,3,3,2,1
R_1EhtqEXIjkj0hQR,0,4,6,6,1,9,2,0,0,0,0,34,4,9,0,12,4,1,0,2,1,1,2,3,3,4
R_1EjldzjFYT3gSIW,1,3,3,1,6,13,3,0,3,0,1,27,5,5,0,16,5,2,0,2,2,1,4,4,5,3
R_1eJqiSrPqPWl5Jp,0,2,3,4,7,14,8,0,3,1,1,69,5,3,0,17,10,2,0,2,4,4,4,5,4,4
R_1eJXq12th2rfyrq,Null,3,5,2,4,10,5,0,2,0,0,27,1,4,1,13,7,1,1,3,2,2,4,5,2,2
R_1eK50vtURoPF97V,Null,4,7,Null,3,7,9,Null,2,0,1,57,5,1,0,10,11,2,0,4,4,3,3,3,1,3
R_1eKMKoPWQiTlH73,Null,3,4,1,7,16,6,Null,0,0,1,41,4,1,0,19,8,2,0,1,3,4,5,5,5,4
R_1eKRroo1zjAJlFZ,0,2,5,5,2,17,13,0,3,1,0,40,5,5,0,20,15,1,0,5,5,5,5,5,5,5
R_1eKTONh9cPtVEL1,0,1,4,1,6,13,5,0,2,0,1,31,3,4,2,16,7,2,2,1,4,2,4,5,4,3
R_1eqN0ooLqsvQRoT,Null,4,7,7,6,4,2,0,2,1,0,36,5,9,2,7,4,1,2,2,1,1,2,2,1,2
R_1eQPAqH2AfT7RES,1,3,4,1,1,9,11,0,3,0,1,48,2,2,1,12,13,2,1,2,7,4,5,5,1,1
R_1esN8AtSZ7swxnT,1,2,4,1,5,10,1,1,0,0,1,22,3,3,0,13,3,2,0,1,1,1,1,5,4,3
R_1eUGvgJznT8Ayk6,0,4,6,7,6,17,1,0,1,0,1,29,2,1,0,20,3,2,0,1,1,1,5,5,5,5
R_1eUWwmy672id5nz,0,4,4,1,4,14,1,0,0,0,1,39,3,2,2,17,3,2,2,1,1,1,5,5,4,3
R_1eW4ZSIXltBDRGA,Null,3,4,3,3,2,4,0,3,1,1,60,6,10,0,5,6,2,0,2,2,2,1,2,1,1
R_1eWNTEnUEM0ia8q,Null,3,5,2,5,14,9,0,3,0,1,33,5,7,2,17,11,2,2,3,4,4,5,4,3,5
R_1eWPKeyilaFivcC,0,2,1,1,4,1,2,0,1,0,0,30,3,3,1,4,4,1,1,1,2,1,1,1,1,1
R_1ewzCQk0VzAf2wu,Null,1,4,4,4,9,10,0,0,0,1,58,5,7,0,12,12,2,0,4,4,4,3,3,3,3
R_1EXalpEFLFfeRmN,0,4,4,5,6,13,9,1,1,0,1,18,2,4,0,16,11,2,0,4,4,3,4,4,4,4
R_1exHSPNohkic0g9,Null,4,4,1,4,4,1,0,1,0,1,71,2,1,0,7,3,2,0,1,1,1,1,1,1,4
R_1exIiBDOCEVUq77,Null,3,6,6,4,9,8,0,3,1,0,74,3,5,0,12,10,1,0,3,4,3,3,4,3,2
R_1eXW9XsjwYBaL5b,1,2,6,Null,2,10,9,0,3,1,0,82,5,7,0,13,11,1,0,2,5,4,3,4,3,3
R_1eXzOJPaJSgphDf,0,3,1,1,1,12,12,0,0,1,0,39,4,2,0,15,14,1,0,4,6,4,5,5,4,1
R_1EYfvF9D1SCoKGm,Null,4,6,Null,1,15,17,1,3,0,0,36,6,10,1,18,19,1,1,6,6,7,4,5,5,4
R_1EYfzxyr9E1vft4,0,3,5,4,4,10,8,1,1,0,1,37,3,4,1,13,10,2,1,3,4,3,3,4,3,3
R_1eyt7VmrYnwzPnU,1,4,4,1,6,13,10,0,3,1,0,66,6,8,0,16,12,1,0,4,4,4,4,4,4,4
R_1EZMSzR0xnYskiO,1,1,3,3,4,13,8,0,1,0,0,42,6,7,0,16,10,1,0,2,4,4,4,4,4,4
R_1f1nv0Wi1JG4YeX,0,2,5,1,4,3,4,0,0,0,0,31,4,7,1,6,6,1,1,2,2,2,1,3,1,1
R_1f1vqX11u17nybL,Null,2,6,6,5,14,12,0,3,0,1,57,5,8,0,17,14,2,0,5,5,4,5,5,3,4
R_1f1yiJ5dxGWVDKa,0,4,1,1,1,1,1,1,0,0,1,55,6,5,0,4,3,2,0,1,1,1,1,1,1,1
R_1F3CuM1Fe3OUnsv,0,1,6,6,6,14,9,0,0,1,1,34,3,6,0,17,11,2,0,2,5,4,4,5,4,4
R_1f3og70l3U04auz,0,4,4,2,4,12,10,0,1,0,1,38,3,7,2,15,12,2,2,4,4,4,4,5,3,3
R_1F3qf4yV7tPBmEQ,1,4,4,3,4,9,8,0,1,1,1,67,4,7,0,12,10,2,0,2,4,4,3,3,3,3
R_1f4bXJaSoe5Ombk,Null,4,5,5,4,15,10,0,2,1,0,47,5,9,2,18,12,1,2,4,4,4,5,4,4,5
R_1F4D2EyLxyQG7ih,0,4,7,1,3,13,6,0,2,0,1,28,5,9,3,16,8,2,3,3,3,2,4,5,4,3
R_1f7dz8BAklfO8js,Null,2,5,5,3,12,7,0,3,0,0,43,3,7,1,15,9,1,1,4,1,4,4,3,4,4
R_1f88z2yGJCZJHX6,Null,1,4,1,5,12,9,0,0,0,0,71,3,8,0,15,11,1,0,3,4,4,4,5,2,4
R_1F9wojuGVFxrqnY,0,2,2,3,3,11,10,1,0,1,0,63,2,4,1,14,12,1,1,4,4,4,4,4,2,4
R_1FanJyNMQ0kuMhl,0,3,4,1,1,11,2,0,3,0,1,31,3,2,0,14,4,2,0,1,2,1,4,3,2,5
R_1fcQ0SIioKTi3wl,0,2,1,1,4,9,9,0,0,0,0,41,1,1,2,12,11,1,2,2,4,5,3,5,3,1
R_1FD0vl5SUqMnnap,0,3,4,4,4,15,10,0,2,0,1,46,2,2,3,18,12,2,3,4,4,4,5,5,4,4
R_1FDRj8l9I5nYgvu,1,4,6,6,5,5,5,0,1,0,0,39,5,10,1,8,7,1,1,2,3,2,2,2,2,2
R_1FDuXIv2f14qvr0,Null,3,4,Null,4,9,8,0,0,0,0,48,2,5,0,12,10,1,0,4,4,2,3,3,3,3
R_1FE2Whlj02DNej3,1,4,7,1,6,9,11,0,3,1,0,72,5,9,0,12,13,1,0,3,6,4,3,3,3,3
R_1feBE8ZqLfVSPYY,0,3,7,5,4,12,9,1,2,0,0,51,3,4,0,15,11,1,0,4,4,3,4,5,2,4
R_1FEPWwUjYbuzBmx,1,4,7,7,7,13,10,0,3,0,1,70,5,5,0,16,12,2,0,4,4,4,4,5,3,4
R_1FEYJLUm9BjepMd,Null,4,6,5,2,13,13,0,2,0,0,34,1,3,0,16,15,1,0,5,5,5,4,4,4,4
R_1FFFzXINeQvD64g,0,4,5,5,4,10,7,0,0,0,1,39,4,9,1,13,9,2,1,3,3,3,4,4,2,3
R_1ffsGgXq5IZgp6y,0,3,5,3,3,9,3,1,0,0,1,53,4,9,0,12,5,2,0,2,1,2,4,4,2,2
R_1FFW0piwdDT0BOa,Null,3,6,5,2,17,3,0,2,0,0,39,5,8,2,20,5,1,2,2,2,1,5,5,5,5
R_1FfzWFE0H2Cce9b,Null,3,7,Null,2,13,10,Null,1,0,0,30,2,1,3,16,12,1,3,4,4,4,3,4,5,4
R_1FIzzRWEMp5QOdJ,0,4,6,6,4,17,10,0,2,0,1,58,2,5,0,20,12,2,0,4,4,4,5,5,5,5
R_1FJqmy9Do1PnOSs,Null,3,5,4,6,14,9,1,3,0,1,23,5,2,0,17,11,2,0,4,4,3,4,5,4,4
R_1fjS6zJqk7T5jC9,Null,2,5,4,4,13,7,0,0,0,0,31,2,3,0,16,9,1,0,3,2,4,5,5,2,4
R_1FLK4yYVoIcxw1A,Null,4,6,6,4,11,7,0,3,0,0,41,3,4,0,14,9,1,0,2,3,4,4,4,3,3
R_1FLocTP7637aoRR,0,4,5,5,7,14,8,0,2,0,1,20,3,7,0,17,10,2,0,3,4,3,4,5,4,4
R_1FmN0La8roFLakJ,0,3,1,2,1,4,6,0,1,0,0,38,2,5,0,7,8,1,0,4,3,1,2,2,2,1
R_1FnbyBUmdrgSzcY,0,4,5,3,4,15,3,0,1,0,1,28,6,7,1,18,5,2,1,2,2,1,5,5,4,4
R_1FnDrBwwUF5et1f,1,3,4,6,5,7,9,0,3,1,1,65,4,4,0,10,11,2,0,3,4,4,2,2,3,3
R_1FPQvfCsqtSl2eq,Null,4,3,3,4,13,7,0,0,0,1,23,2,3,1,16,9,3,1,3,3,3,4,4,4,4
R_1FPu6kqWQhOP1AE,1,4,6,4,5,15,6,0,3,0,0,35,3,7,0,18,8,1,0,4,2,2,4,5,4,5
R_1FQvRzQfuE833KY,1,2,7,6,4,13,12,0,3,1,0,76,6,8,1,16,14,1,1,4,5,5,5,5,2,4
R_1FR1NODDepswwCt,Null,3,2,1,1,1,4,0,3,0,0,46,3,7,0,4,6,1,0,2,2,2,1,1,1,1
R_1FRGkYaSf3csJfl,Null,1,2,1,4,4,4,1,0,0,0,44,2,8,2,7,6,1,2,2,2,2,1,4,1,1
R_1FRpeeHQlGfn8GX,1,1,4,3,4,12,9,0,2,0,1,36,3,8,1,15,11,2,1,4,4,3,5,5,4,1
R_1FS4m24lGatOD7i,0,1,5,4,3,9,10,0,3,0,1,45,2,7,0,12,12,2,0,4,4,4,3,3,3,3
R_1Fs8Uwh4CSOc8qG,Null,3,4,4,1,10,1,1,0,1,0,45,5,10,0,13,3,1,0,1,1,1,3,3,4,3
R_1FsVgeO6bVbSqp8,1,2,4,1,4,10,7,1,0,0,0,46,3,10,0,13,9,1,0,5,2,2,4,5,3,1
R_1FxFbO59CgoQWE5,1,4,4,3,4,9,4,Null,0,1,0,70,3,8,0,12,6,1,0,2,2,2,3,3,3,3
R_1Fy2ySKpopjm5eO,Null,4,5,4,7,7,6,0,0,0,0,42,4,7,2,10,8,1,2,3,3,2,3,3,2,2
R_1FzcVtVZme6aeit,0,3,5,2,4,11,9,0,0,0,1,38,2,10,2,14,11,2,2,5,4,2,4,4,3,3
R_1fZQbtJ905Jqk9v,0,2,4,1,2,8,7,Null,0,1,0,65,6,7,0,11,9,1,0,3,3,3,2,4,3,2
R_1fZTIvXTz8ZyVf4,1,2,4,3,2,3,5,1,3,1,0,55,5,9,0,6,7,1,0,2,3,2,1,2,1,2
R_1FzUFjmrIkzxRZa,Null,4,5,5,4,8,1,1,0,0,0,34,6,9,0,11,3,1,0,1,1,1,2,4,2,3
R_1g0XlJ21jouTi2Z,Null,3,7,7,4,17,8,1,3,0,1,40,6,9,3,20,10,2,3,3,4,3,5,5,5,5
R_1g6cgIL6cGmxeVB,1,1,5,4,5,17,4,0,0,0,1,24,6,9,0,20,6,2,0,2,2,2,5,5,5,5
R_1g8FBdFC5ScBC8I,Null,4,4,3,4,10,4,0,0,1,0,67,2,5,0,13,6,1,0,2,2,2,3,4,3,3
R_1g8uxyujRtmrmbS,0,2,1,1,7,17,1,0,0,0,0,45,1,2,0,20,3,1,0,1,1,1,5,5,5,5
R_1gA2qSAUh85fzFF,Null,Null,Null,4,1,1,1,0,0,1,1,75,2,3,0,4,3,2,0,1,1,1,1,1,1,1
R_1gAsWtyqf0swbvh,Null,1,6,5,2,13,2,0,2,1,0,35,3,9,2,16,4,1,2,2,1,1,4,4,4,4
R_1GB1cgEzc3WW90H,1,3,6,Null,2,9,8,0,3,1,0,77,6,7,0,12,10,1,0,3,4,3,3,4,2,3
R_1GBngfiSB6Kxewc,0,2,6,6,4,17,10,0,0,0,0,61,5,7,0,20,12,1,0,1,5,6,5,5,5,5
R_1GBQc2yTuUFVyCe,1,3,5,1,6,11,8,0,2,1,1,65,3,4,0,14,10,2,0,3,4,3,4,4,3,3
R_1gc0inuLPqxvoOH,0,3,5,3,4,8,1,0,0,0,1,25,4,5,1,11,3,2,1,1,1,1,3,5,2,1
R_1gc1UfQmaMKF0Yf,1,2,6,5,5,14,13,0,3,0,1,68,3,3,0,17,15,2,0,4,6,5,5,5,3,4
R_1gcDwLCUVZ3N5r7,Null,3,5,1,5,9,2,0,2,0,0,22,2,10,0,12,4,1,0,2,1,1,1,5,4,2
R_1gCHufg6rAtEGex,1,1,7,6,4,12,8,0,3,0,0,72,3,9,0,15,10,1,0,3,4,3,4,4,4,3
R_1ge9Jp6m8znIQc9,0,2,7,7,4,7,6,0,3,0,0,49,5,9,1,10,8,1,1,3,3,2,2,4,2,2
R_1ge9p2gox7iMrTH,1,4,6,5,3,1,4,0,3,1,0,29,6,9,0,4,6,1,0,2,2,2,1,1,1,1
R_1gevkb2XVs82BD9,Null,4,6,Null,4,15,11,Null,1,1,1,24,4,2,0,18,13,2,0,4,5,4,5,5,4,4
R_1gGfkdvytAmSWsI,Null,2,6,4,1,8,3,1,0,0,0,69,6,6,0,11,5,1,0,2,2,1,3,3,1,4
R_1gGWViKtQzcFDaj,Null,4,4,4,6,5,3,0,3,1,1,73,5,10,0,8,5,2,0,2,2,1,2,2,2,2
R_1gGYj6ivBM6aCp7,Null,3,5,1,5,12,7,0,3,0,1,20,4,9,0,15,9,2,0,1,4,4,4,5,3,3
R_1GH9ReDABd0RU7k,1,1,4,5,5,17,4,0,1,0,0,50,2,3,1,20,6,1,1,2,2,2,5,5,5,5
R_1ghE0UZkLAeMNAj,1,1,4,4,2,15,10,1,3,1,1,66,2,10,0,18,12,2,0,4,4,4,5,5,4,4
R_1gHj3xqngmRw4rG,Null,3,7,7,7,11,Null,0,3,0,0,66,3,8,0,14,Null,1,0,Null,4,3,4,4,3,3
R_1gHlV68IfppRSQ9,Null,2,6,1,4,7,4,0,0,0,0,58,2,3,0,10,6,1,0,2,2,2,2,4,2,2
R_1GHyR0fMhTJKOih,1,3,4,1,4,15,5,0,0,0,1,25,5,7,0,18,7,2,0,2,3,2,5,5,4,4
R_1gi49RNf5ed7zAW,0,1,5,5,4,9,8,Null,3,1,0,49,2,7,0,12,10,1,0,4,3,3,3,3,3,3
R_1gIr8Rq02qQwxDE,Null,1,4,1,6,9,1,Null,0,0,0,21,2,1,0,12,3,1,0,1,1,1,4,3,3,2
R_1gjBMXxKNhaGpsM,Null,4,6,5,4,14,10,0,3,0,0,53,6,8,0,17,12,1,0,4,6,2,5,5,3,4
R_1gjvQMc8nNQSPjg,0,4,7,6,2,15,11,0,2,0,1,55,1,1,0,18,13,2,0,4,5,4,4,5,4,5
R_1gjwZy9PMuwQ8aE,0,1,6,6,4,11,5,0,1,0,1,55,3,6,0,14,7,2,0,2,2,3,3,4,3,4
R_1gjXnDb4CznqhSv,1,2,6,6,4,13,9,0,3,0,0,62,4,3,0,16,11,1,0,2,5,4,4,5,4,3
R_1GK2gqU30P0DtBe,Null,2,6,5,5,8,1,1,0,0,0,36,2,7,4,11,3,1,4,1,1,1,2,4,3,2
R_1gkCrCHNi2yFcGO,Null,2,4,4,7,1,8,0,3,0,1,71,3,6,0,4,10,2,0,2,4,4,1,1,1,1
R_1gLRVaabwKdwQc4,0,1,4,1,6,13,5,0,2,0,1,40,5,9,2,16,7,2,2,2,3,2,4,5,4,3
R_1gLXSyNlIhxTxpz,0,2,5,3,4,17,2,Null,0,1,0,26,4,1,1,20,4,1,1,1,2,1,5,5,5,5
R_1gnC29qTko9xlsj,0,3,6,5,4,5,5,0,1,0,0,26,3,7,0,8,7,1,0,3,2,2,2,4,1,1
R_1GNDFnNCtKNdByX,0,4,3,4,6,17,4,0,1,0,1,28,3,6,2,20,6,2,2,2,3,1,5,5,5,5
R_1gndN4GuI2sZh6p,1,4,7,6,4,15,4,0,0,0,1,45,3,7,1,18,6,2,1,2,2,2,4,4,5,5
R_1gNEPm4J28NOqDD,Null,3,1,1,2,1,3,0,0,1,0,59,5,9,0,4,5,1,0,2,2,1,1,1,1,1
R_1gnfbBXJ937f7pw,1,4,6,1,6,8,9,0,3,1,1,73,6,7,0,11,11,2,0,3,4,4,4,5,1,1
R_1gNmlUNUkDT2dxT,Null,1,3,4,4,9,10,0,3,0,0,35,6,7,0,12,12,1,0,4,4,4,3,3,3,3
R_1go0ieDWCHn5dkq,0,1,6,4,6,12,7,1,0,0,1,52,5,6,0,15,9,2,0,2,4,3,3,5,4,3
R_1GP9k1Qg2jgp9uc,0,4,4,3,5,17,11,0,0,0,1,27,5,6,0,20,13,2,0,6,5,2,5,5,5,5
R_1GPjSsCOverVlfz,0,4,4,1,5,11,3,0,1,0,1,27,4,1,0,14,5,2,0,2,2,1,4,4,4,2
R_1GPssamFUIHN0Uw,1,2,5,3,4,15,9,0,2,0,0,40,3,9,2,18,11,1,2,3,4,4,5,5,4,4
R_1gpufmO1kJKj94s,Null,4,6,4,3,1,1,0,0,0,0,36,5,6,0,4,3,1,0,1,1,1,1,1,1,1
R_1GQdSkQjzkCLwpd,0,1,1,4,4,9,7,0,0,0,1,23,3,1,1,12,9,2,1,3,3,3,3,3,3,3
R_1GQwYeOimHqBR5G,Null,1,4,1,3,17,12,0,0,0,1,26,3,7,0,20,14,2,0,6,4,4,5,5,5,5
R_1gT2xT3g26VdHTE,Null,3,5,3,7,5,3,Null,2,0,0,49,2,10,2,8,5,1,2,2,2,1,2,4,1,1
R_1gTGmvtEdcyvK2Q,Null,1,7,7,2,8,2,0,3,0,0,70,3,6,0,11,4,1,0,1,2,1,3,1,3,4
R_1guoGpNzZilgD7O,Null,1,1,2,4,13,8,0,3,0,0,33,6,9,1,16,10,1,1,3,4,3,4,4,4,4
R_1Gv8sC34ZCnhzbt,Null,2,3,2,2,11,9,1,3,1,0,61,3,9,0,14,11,1,0,2,5,4,4,5,2,3
R_1GviEfzJnn04Oc5,1,3,7,6,4,9,5,0,3,1,0,80,5,10,0,12,7,1,0,2,3,2,2,4,3,3
R_1GvOPMjLzD9kgfC,Null,1,7,Null,3,12,Null,0,1,1,0,41,5,9,2,15,Null,1,2,Null,2,4,4,4,3,4
R_1gvYzpznIrEoRXA,Null,4,3,1,2,1,5,1,0,0,0,40,5,9,2,4,7,1,2,4,2,1,1,1,1,1
R_1gw6gclLrFP2ssy,1,4,4,4,4,9,8,0,3,1,0,66,3,4,0,12,10,1,0,3,4,3,3,3,3,3
R_1Gw9ofoIC0vexcd,Null,3,7,7,4,6,8,0,3,1,0,86,2,9,0,9,10,1,0,3,4,3,3,4,1,1
R_1Gwst0I3pUHEoZU,0,1,7,4,2,17,4,Null,0,0,0,33,3,3,0,20,6,1,0,2,2,2,5,5,5,5
R_1GWy7K9ZuLkJYnN,0,1,3,1,4,5,4,0,1,0,1,24,4,2,3,8,6,2,3,2,2,2,2,2,2,2
R_1GxKSIPfyifwx2V,Null,2,7,7,4,11,12,0,3,0,0,71,5,7,0,14,14,1,0,4,5,5,5,5,2,2
R_1GxlTBFEZqUBlhL,0,3,7,7,5,17,14,0,3,0,0,36,6,9,2,20,16,1,2,5,6,5,5,5,5,5
R_1GZDj0lAgyMuG65,Null,2,6,5,4,11,4,0,3,0,1,75,3,9,1,14,6,2,1,1,4,1,4,4,2,4
R_1GZjA6bof1ZNTZk,1,2,5,5,6,13,4,0,0,0,0,62,6,10,0,16,6,1,0,2,2,2,4,4,4,4
R_1gzKvCuziFpZ4b1,0,1,2,1,1,5,5,0,0,0,1,67,5,7,0,8,7,2,0,3,2,2,2,2,2,2
R_1H0rO4bBp2pCmoq,0,4,3,2,3,15,7,0,1,0,1,32,4,5,1,18,9,2,1,3,3,3,4,5,4,5
R_1H0stkNVQmQPxxn,1,1,7,7,4,9,7,0,3,0,1,35,5,7,1,12,9,2,1,3,3,3,3,3,3,3
R_1H1CtaMlsbeicSs,0,1,1,1,6,13,7,0,3,0,1,19,3,7,0,16,9,2,0,3,4,2,4,5,4,3
R_1H8n8ZeneD17P2N,0,2,4,1,4,1,3,0,3,0,1,50,4,3,1,4,5,2,1,1,1,3,1,1,1,1
R_1hAX9b7aiZgzdDA,Null,4,7,Null,3,10,11,0,3,0,0,66,3,10,0,13,13,1,0,3,5,5,3,4,3,3
R_1hDPtrUnFWsQYll,0,4,4,4,4,9,3,0,1,0,1,35,3,3,1,12,5,2,1,2,2,1,3,3,3,3
R_1HehsGpOy4I2vTZ,1,4,6,4,4,12,4,0,3,1,1,60,5,10,0,15,6,2,0,2,2,2,4,4,3,4
R_1HeIEJCkVsxrMNB,Null,4,6,4,4,10,5,0,2,1,0,55,5,8,0,13,7,1,0,2,3,2,3,4,3,3
R_1HeJ5ypUqGSue5K,0,1,1,1,4,17,13,0,0,0,1,31,3,1,0,20,15,2,0,5,5,5,5,5,5,5
R_1hEUXBq9K1AYAg7,Null,1,1,1,2,5,10,0,1,0,0,40,5,10,3,8,12,1,3,1,6,5,2,2,2,2
R_1hGA0ZeNwVupecj,Null,4,4,2,4,7,2,1,0,0,0,36,3,6,0,10,4,1,0,2,1,1,2,2,3,3
R_1hGWQCPuO1296fQ,0,1,2,1,4,13,8,Null,3,0,0,38,2,3,0,16,10,1,0,4,2,4,5,5,1,5
R_1hHh4RrXtHkagyk,0,4,4,1,4,17,7,0,1,0,0,38,4,5,1,20,9,1,1,3,3,3,5,5,5,5
R_1hHlLTpHBp3SNFU,Null,3,4,Null,6,9,4,1,1,0,1,58,4,8,0,12,6,2,0,1,2,3,3,3,3,3
R_1HhsysllogKXWxI,Null,1,4,1,4,16,1,0,1,0,1,34,2,1,1,19,3,2,1,1,1,1,5,5,4,5
R_1HjJqViolTVGJRK,Null,1,1,1,3,15,6,0,1,0,1,42,5,7,2,18,8,2,2,3,3,2,4,5,5,4
R_1HjzaAhnIUwL81M,Null,1,4,4,4,9,5,0,1,0,1,18,2,10,2,12,7,2,2,3,2,2,3,3,3,3
R_1Hksjr6yesKzljm,Null,4,5,3,2,1,1,0,0,0,1,27,3,9,0,4,3,2,0,1,1,1,1,1,1,1
R_1Hkub1wu7wXVf2W,Null,3,4,Null,3,14,10,0,1,0,0,21,4,6,1,17,12,1,1,4,4,4,5,4,4,4
R_1hLQkWdKwldAvZ2,Null,2,7,1,6,10,7,Null,1,0,0,24,5,8,0,13,9,1,0,4,3,2,4,5,3,1
R_1hM7B8E6AhMjpPJ,1,1,1,1,2,17,1,0,0,0,1,65,2,2,0,20,3,2,0,1,1,1,5,5,5,5
R_1hMtsgaCxfsRyI3,1,1,4,4,6,12,9,0,2,1,0,74,5,9,0,15,11,1,0,3,4,4,4,5,3,3
R_1hNcVXOO4eD4pBn,1,3,3,Null,2,16,10,0,3,0,1,40,5,10,1,19,12,2,1,5,4,3,5,5,5,4
R_1HnIvQS7d7b7R1E,Null,2,7,7,7,1,10,0,0,0,0,69,6,9,1,4,12,1,1,6,4,2,1,1,1,1
R_1hNq2cLZCzvsQmc,0,4,5,1,4,14,9,0,0,0,1,42,6,8,4,17,11,2,4,4,4,3,4,5,4,4
R_1HpFHzjwrGHWgJV,0,3,4,1,2,6,4,1,0,0,1,33,5,10,0,9,6,2,0,4,1,1,1,4,2,2
R_1HpKSxdWTDDDkhw,Null,1,4,3,4,11,9,0,3,0,1,77,3,9,0,14,11,2,0,4,4,3,4,4,3,3
R_1HqIkcRmpF6ReCo,Null,1,2,Null,6,12,12,0,3,0,1,32,5,7,2,15,14,2,2,2,6,6,5,5,3,2
R_1Hqy5eBLJ9UKpQf,Null,2,4,4,7,17,13,0,3,1,0,69,6,8,0,20,15,1,0,5,5,5,5,5,5,5
R_1hR1AWkCGis0j1V,Null,1,7,Null,2,15,18,1,3,1,0,35,5,9,2,18,20,1,2,6,7,7,5,5,4,4
R_1hRmoaeKOXCrBvL,1,4,2,1,2,5,1,1,0,0,0,50,3,9,1,8,3,1,1,1,1,1,1,4,2,1
R_1hSAn8GbgNOjRtu,0,1,6,4,3,11,9,Null,3,0,1,41,2,2,2,14,11,2,2,2,5,4,5,1,4,4
R_1hXCMoN6zxbafCC,0,1,7,4,4,17,10,0,0,0,1,21,2,3,1,20,12,2,1,4,4,4,5,5,5,5
R_1hxPC5a2mPajK1O,Null,2,5,5,4,2,6,0,3,1,0,58,3,10,0,5,8,1,0,3,3,2,1,2,1,1
